商品ID,标题,风险等级,风险类型,销量,日增量,池,店铺ID,店铺名,发现时间,来源,品类,是否今日新发现
694aa53aa3be010001ec8078,2026年深圳市初中数学英语语文物化生地史政月考期中期末真题试卷,high,商品已下架/冻结,1675,0.44433146547811525,ACCEL,65bb02155848410001055146,桃李先生资料库的店,2026-06-19 13:29:28,web_full,,1
6963bcb8ce1e9f0001cb225d,2026年天津市各区初中语数外物化生地史政期末电子真题试卷电子版,high,商品已下架/冻结,1475,0.38706145367922457,ACCEL,65bb02155848410001055146,桃李先生资料库的店,2026-06-19 14:32:50,web_full,,1
694ea135e7d6bb0001ca1112,北京初中语文数学英语物理化学生生物地史政月考期中期末真题试卷,high,商品已下架/冻结,1689,0.38268074787288353,ACCEL,65bb02155848410001055146,桃李先生资料库的店,2026-06-19 13:27:22,web_full,,1
694ea135e7d6bb0001ca1109,北京初中语文数学英语物理化学生生物地史政月考期中期末真题试卷,high,商品已下架/冻结,1689,0.37789214748002886,ACCEL,65bb02155848410001055146,桃李先生资料库的店,2026-06-19 13:27:22,web_full,,1
694ea135e7d6bb0001ca114e,北京初中语文数学英语物理化学生生物地史政月考期中期末真题试卷,high,商品已下架/冻结,1689,0.37782604678734627,ACCEL,,,2026-06-19 13:27:24,web_full,,1
694ea135e7d6bb0001ca1118,北京初中语文数学英语物理化学生生物地史政月考期中期末真题试卷,high,商品已下架/冻结,1689,0.3717349535992941,ACCEL,65bb02155848410001055146,桃李先生资料库的店,2026-06-19 13:27:23,web_full,,1
694ea135e7d6bb0001ca114b,北京初中语文数学英语物理化学生生物地史政月考期中期末真题试卷,high,商品已下架/冻结,1689,0.36979389243213706,ACCEL,,,2026-06-19 13:27:23,web_full,,1
694ea6596fadb7000140f978,北京初中语文数学英语物理化学生生物地史政月考期中期末真题试卷,high,商品已下架/冻结,1696,0.369722683478885,ACCEL,,桃李先生资料库的店,2026-06-19 13:27:23,web_full,,1
694ea135e7d6bb0001ca1199,北京初中语文数学英语物理化学生生物地史政月考期中期末真题试卷,high,商品已下架/冻结,1697,0.36932757704697355,ACCEL,,桃李先生资料库的店,2026-06-19 13:27:23,web_full,,1
67f22b4584d56b00015ed4b7,25春考试宝典｜小学1-6年级下单元测试、期中期末测试卷合集+答案,high,商品已下架/冻结,1819,0.3628882682076066,ACCEL,67ea63f5d90d8200154009f5,Duffy老师教辅站的店,2026-06-19 13:03:58,web_full,,1
694ea135e7d6bb0001ca1196,北京初中语文数学英语物理化学生生物地史政月考期中期末真题试卷,high,商品已下架/冻结,1689,0.3607234547443342,ACCEL,,桃李先生资料库的店,2026-06-19 13:27:23,web_full,,1
694ea135e7d6bb0001ca1106,北京初中语文数学英语物理化学生生物地史政月考期中期末真题试卷,high,商品已下架/冻结,1689,0.3593850560389398,ACCEL,65bb02155848410001055146,桃李先生资料库的店,2026-06-19 13:27:23,web_full,,1
694ea135e7d6bb0001ca1190,北京初中语文数学英语物理化学生生物地史政月考期中期末真题试卷,high,商品已下架/冻结,1689,0.35937758179516816,ACCEL,65bb02155848410001055146,桃李先生资料库的店,2026-06-19 13:27:23,web_full,,1
691d1d2b603b4e0001c2945d,初中英语电子版PDF虚拟教材  人教版,high,商品已下架/冻结,2039,0.26876969036420484,ACCEL,68e29831eeeb370015bed03b,丰狐文豹的店,2026-06-19 12:15:48,web_full,,1
69fdadf715602900013a5f44,2027国考省考事业单位备考资料，百度+夸克双网盘群・持续更新,high,商品已下架/冻结,1674,0.2660994485941943,ACCEL,69c8b1c755c17a0015d85876,佳佳学姐呀的店,2026-06-19 13:29:31,web_full,,1
691d1d2b603b4e0001c2946f,初中英语电子版PDF虚拟教材  人教版,high,商品已下架/冻结,2038,0.2615393495660768,ACCEL,68e29831eeeb370015bed03b,丰狐文豹的店,2026-06-19 12:15:57,web_full,,1
69679508adb6840001f619c8,2026杭州市各区初中语数外科学社会月考期中期末真题试卷含答案,high,商品已下架/冻结,1412,0.2441812359932006,ACCEL,65bb02155848410001055146,桃李先生资料库的店,2026-06-19 15:38:47,web_full,,1
696377b7e25fce00018bc37b,26湖北农教综合+语数英fb系统班包更新【赠26时政冲刺课+讲义】,high,商品已下架/冻结,1732,0.1579581372701114,ACCEL,69368234813698001593ad01,锦鲤搭档的店,2026-06-19 13:19:23,web_full,,1
694956d64d11d70001db0f8a,重庆初中语数外物化生地史政月考期中期末真题试卷七龙珠试卷,high,商品已下架/冻结,1805,0.15603665932790015,ACCEL,,桃李先生资料库的店,2026-06-19 13:06:37,web_full,,1
694956d64d11d70001db0ee7,重庆初中语数外物化生地史政月考期中期末真题试卷七龙珠试卷,high,商品已下架/冻结,1812,0.15472833874679895,ACCEL,65bb02155848410001055146,桃李先生资料库的店,2026-06-19 13:06:35,web_full,,1
69f1ea37294caa0001ddae32,考研政治89｜27考研政治全年规划带学！,medium,商品已下架/冻结,7447,9.771652847540121,WATCH,66cef18014bb61001536667c,怂怂学姐的店,2026-06-19 16:57:37,web_detail,,1
6a23d09b9a18cb001527bd4e,26新款 法式氛围少女感【蝴蝶结中跟鞋】意大利真皮底 跟高：4cm,medium,商品已下架/冻结,628,9.588946846737164,WATCH,69ec855b4ed4030015979169,嘉益集团臻选女鞋的店,2026-06-19 16:57:36,web_detail,,1
6a23ec19461097000157bff8,个人兴趣光遇兴趣特色教育,medium,商品已下架/冻结,519,9.58748300772809,WATCH,69a1924a151b330015a1a8f7,风与煦陪玩团的店,2026-06-19 16:57:36,web_detail,,1
6a23ec19461097000157c02b,个人兴趣光遇兴趣特色教育,medium,商品已下架/冻结,519,9.48327123590496,WATCH,69a1924a151b330015a1a8f7,风与煦陪玩团的店,2026-06-19 16:57:36,web_detail,,1
6a23ec19461097000157c016,个人兴趣光遇兴趣特色教育,medium,商品已下架/冻结,519,9.379059464081827,WATCH,69a1924a151b330015a1a8f7,风与煦陪玩团的店,2026-06-19 16:57:37,web_detail,,1
6a23ec19461097000157c00d,个人兴趣光遇兴趣特色教育,medium,商品已下架/冻结,519,9.379059464081827,WATCH,69a1924a151b330015a1a8f7,风与煦陪玩团的店,2026-06-19 16:57:37,web_detail,,1
69cce513a4db7c000129235c,图片转拼豆图纸/带色号/无限使用次数,medium,商品已下架/冻结,992,9.075631249067143,WATCH,65df255928471e000159ce82,约翰爱学习的店,2026-06-19 16:57:32,web_detail,,1
6a200a1f65795a00011042fc,光遇游戏数据咨询｜角色体型参考测算服务头像壁纸,medium,商品已下架/冻结,410,9.060163843395328,WATCH,,,2026-06-19 16:57:36,web_detail,,1
6a003a50ca011e000141b3cb,手工定制服务产品,medium,商品已下架/冻结,107,8.968737580855674,WATCH,,,2026-06-19 16:57:35,web_detail,,1
69de63c9837001000184a24b,超高回购率 笔记同-同款好物,medium,商品已下架/冻结,1635,8.862813779536042,WATCH,696871dd92b18e00158c70d3,Trouvaille Semiternal的店,2026-06-19 13:52:06,web_full,,1
6a04a1857b710e0001222a43,Lightroom手机版高级功能调色课程安卓/苹果/ipad调色教程,medium,商品已下架/冻结,322,8.762498871125471,WATCH,6a02f2d92300910015e846c1,艺青资源库的店,2026-06-19 16:57:32,web_detail,,1
69be2a8f0ac79f0001baae16,女向声音模板  上百个  模板,medium,商品已下架/冻结,738,8.593759125898027,WATCH,68f89d11abd6590015d294c5,星星素材盒的店,2026-06-19 16:57:32,web_detail,,1
6a1797e56bc69c0001d6e4ea,闪  贝勾荭 包 【全 国 通 用小吃零食教程】,medium,商品已下架/冻结,1117,8.592741615079884,WATCH,67861cfc8134900015a66ba0,sg食光的店,2026-06-19 16:57:33,web_detail,,1
69bc88cc11534f0001deb30d,27公考备考资料课件汇总最新版本整理，持续更新,medium,商品已下架/冻结,960,8.58546051483305,WATCH,68f05d1ee7b5be0015c87778,徐徐说加油的店,2026-06-19 16:57:32,web_detail,,1
69faeda41560290001f7502d,2027年考研英语政治数学123网课资料全年更新赠26年完整版,medium,商品已下架/冻结,163,7.953586594545877,WATCH,697b1a80926da3001597d386,温柔的温度（已上岸版）的店,2026-06-19 16:57:33,web_detail,,1
6a134164017ffc0001005fe5,飞木级芭乐现摘红心芭乐软糯香甜水果补水,medium,商品已下架/冻结,198,7.940068355626437,WATCH,,,2026-06-19 16:57:35,web_detail,,1
69f421c781bc010001c9cf5f,【自动秒发货】Word Excel PPT 模板,medium,商品已下架/冻结,1451,7.87740064316122,WATCH,676e40c3d0a2240015b4e51a,珑悦工作室的店,2026-06-19 14:37:30,web_full,,1
69f19d21a54aee00012e874c,【秒发】《维他命韩国语》英韩双语 1-6册全套（含听力）,medium,商品已下架/冻结,510,7.744635463782099,WATCH,69285a0012c10d0015eaf4c6,小知的韩语笔记的店,2026-06-19 16:57:32,web_detail,,1
69eeedf90511b500017a595d,相机复古胶片滤镜教学课程教学 氛围感学生人像一键出片教案,medium,商品已下架/冻结,335,7.744635463782099,WATCH,69da50454c282800152c8125,菠萝包包kww的店,2026-06-19 16:57:32,web_detail,,1
69c21008e6196b000142d677,26春1-6年级下册 笔记同款《考点梳理/shi习卷》pdf电子版 可打印,medium,商品已下架/冻结,1119,7.5938982261177586,WATCH,694a486fb1c2c30015b7053c,Lucky🍀老师吖的店,2026-06-19 16:57:32,web_detail,,1
69e266704545510001fe624e,个人使用卡通水豚噜噜玩具〖专享〗新老客户专拍,medium,商品已下架/冻结,801,7.501890362555069,WATCH,68b42379fdc24400151291f5,旭轩定制的店,2026-06-19 16:57:32,web_detail,,1
6a17b6bfc4095100011464d6,摄影图片运输全国可发物流快递大件小件都能寄跨省搬家摄影作品图,medium,商品已下架/冻结,192,7.30400788929273,WATCH,,小小卡卷的店,2026-06-19 16:57:36,web_detail,,1
6a084d9f9f495c0001f1c3d0,27考研政治英语数学全名师课程｜持续更新不跑路电子版资料,medium,商品已下架/冻结,436,6.9481890813599385,WATCH,68a1e4b5f07d210015c3fdf2,蛋蛋学姐🎓,2026-06-19 16:57:32,web_detail,,1
69c4c42ad6abc600014f7f35,新款创意卡通抱抱桶花束玩具生日惊喜礼盒送女友闺蜜男友礼物,medium,商品已下架/冻结,1823,6.6384785837909055,WATCH,,美美桑那🐽的店,2026-06-19 13:03:43,web_full,,1
69ecc039e4ac610001c9c9ba,查询低分战力精品手工周边定制服务 下单详情咨询客服,medium,商品已下架/冻结,254,6.550250096227976,WATCH,69d1fdc2d059030015cce53b,柚子代练工作室的店,2026-06-19 16:57:33,web_detail,,1
69ca56818423ad0001a93154,【现货包邮】Cortis迷你2辑【GreenGreen】全新未拆正品,medium,商品已下架/冻结,619,6.452210729514678,WATCH,6604d4247455790001a70979,kpopXIXI的店,2026-06-19 16:57:43,web_detail,,1
6a1fcb3bb9717f00015c4805,微信读书会员书籍永久阅读千万书籍持续更新书架自由无需书币添加,medium,商品已下架/冻结,141,6.381619188957868,WATCH,,多多的六月的店,2026-06-19 16:57:38,web_detail,,1
69d76cd5b4722c0001b35400,plus科技学习分析文件写作不降智新老客户专享,medium,商品已下架/冻结,837,6.311820196108043,WATCH,690ae6e1f763f00015f0516a,团子科技的店,2026-06-19 16:57:33,web_detail,,1
6a1fda8d9ca7220001243658,出 行驾 驶 教程笔记-【荭 包技能教程】,medium,商品已下架/冻结,283,6.271930336990861,WATCH,,,2026-06-19 16:57:38,web_detail,,1
6a133c78ca8f4100018e2393,神木级金钻凤梨黑金级水果削皮即食无损提拉果肉,medium,商品已下架/冻结,200,6.253715560965213,WATCH,699c4501c08d9e001571e422,麦谷手作烘焙的店,2026-06-19 16:57:40,web_detail,,1
69e5e984a8edd10001c21be0,小鼻嘎qq人Q版手绘头像定制游戏明星周边物料可爱饭圈OC约稿设计,medium,商品已下架/冻结,651,6.151924076862762,WATCH,6926a2cdec9d9a001545f337,这是一家手绘的店,2026-06-19 16:57:33,web_detail,,1
6a02099a8e60b70001047a09,锈湖系列20款主图同款壁纸 支持 苹果安卓 高清,medium,商品已下架/冻结,932,6.063407183670492,WATCH,6a000839014b2400151248e4,笙歌云上的店,2026-06-19 16:57:33,web_detail,,1
69e032d602be3200016b60be,绘画图纸咨询订制,medium,商品已下架/冻结,639,5.716195260155548,WATCH,,TT爱玩游戏的店,2026-06-19 16:57:38,web_detail,,1
69d87dba10b42d0001e1bd96,OC约稿小鼻嘎qq人Q版手绘头像定制游戏明星可爱饭圈卡通动漫设计,medium,商品已下架/冻结,1144,5.708904940715389,WATCH,6926a2cdec9d9a001545f337,这是一家手绘的店,2026-06-19 16:57:33,web_detail,,1
69d8ba38953e44000113150a,newmasus代画手绘头像定制卡通形象设计油画棒蜡笔情侣照片转漫画,medium,商品已下架/冻结,719,5.576142834754243,WATCH,6926a2cdec9d9a001545f337,这是一家手绘的店,2026-06-19 16:57:34,web_detail,,1
68b53e8a11843c0001ea32a0,27考研在阅读中背单词逐词翻译本通用本英一英二彩色定制线圈本,medium,商品已下架/冻结,797,5.377423968210424,WATCH,68380f6f65d7cf0015263b52,喵喵考研资料铺的店,2026-06-19 16:57:35,web_detail,,1
69cb32b5a1221500016f0aaa,峰阅万卷【初中提分笔记】2026版中考预复习知识清单全国通用,medium,商品已下架/冻结,445,5.324994906256865,WATCH,65eed9b40d7eaa000120e1a8,张老师升学笔记的店,2026-06-19 16:57:34,web_detail,,1
6a23d09b9a18cb001527bd56,26新款 法式氛围少女感【蝴蝶结中跟鞋】意大利真皮底 跟高：4cm,medium,商品已下架/冻结,675,5.315692136690286,WATCH,,,2026-06-19 16:57:42,web_detail,,1
6a19040c61fef90001814190,【24 小时自动发货】萍果app( 艾迪)装饰DIY教程PPT 模板,medium,商品已下架/冻结,245,5.30239792594443,WATCH,6a182ff573a02f00151c0be3,小萍果的美好时光的店,2026-06-19 16:57:37,web_detail,,1
69fd3f62273c7d000100d161,新生宝宝AI个性化定制服务【限拍】,medium,商品已下架/冻结,1165,5.285893653444332,WATCH,68e7529eb2cf350015cdb985,AI宝宝起名服务的店,2026-06-19 16:57:41,web_detail,,1
6a084d9f9f495c0001f1c3cd,27考研政治英语数学全名师网课课程｜持续更新不跑路电子版资料,medium,商品已下架/冻结,436,5.266357121712341,WATCH,68a1e4b5f07d210015c3fdf2,蛋蛋学姐🎓的店,2026-06-19 16:57:34,web_detail,,1
69ee1eba3a4daf0001c5b93f,电子版手机电脑制作工具 一键生成 带模板 图片个性化设计,medium,商品已下架/冻结,488,5.222102019849212,WATCH,69704b7691a9cf00153f64a6,小福宝资料的店,2026-06-19 16:57:34,web_detail,,1
69e057d4933b030001375a50,【水果id】appstore应用游戏更新下载虚拟产品&一次性共享模板,medium,商品已下架/冻结,200,5.222102019849212,WATCH,695ddbaaaffe580015000043,美区Apple自助零纳米游戏的店,2026-06-19 16:57:34,web_detail,,1
6a0d36f0efd40a0001c99916,2026中考复习卷子7科+5科+生地电子版（百度网盘发货）,medium,商品已下架/冻结,129,5.222102019849212,WATCH,69784e9fdab0240015672f9a,天天学资料库的店,2026-06-19 16:57:34,web_detail,,1
69f8692781bc010001293bb9,Labubu 拉布布世界杯欧冠足球一三代娃衣 潮玩公仔换装 球衣套装,medium,商品已下架/冻结,818,5.182422124203828,WATCH,68ac29a9a90d6e00152fc0a2,布卡木卡的店,2026-06-19 16:57:37,web_detail,,1
6a0d8b1843375f00012d317b,26招招医考合集7本PDF百度,medium,商品已下架/冻结,255,5.177846917986083,WATCH,667e672ae87bc4000181d025,医研精析资料馆的店,2026-06-19 16:57:34,web_detail,,1
6a0f38859a4ddf000163253d,光遇测•生•槁PPT,medium,商品已下架/冻结,904,5.054778530117799,WATCH,6741c678b63e700015756b35,小俞酒儿的店,2026-06-19 16:57:36,web_detail,,1
6a0b28db002a6200010a1212,宣传页/海报/电子海报,medium,商品已下架/冻结,182,5.001826801406279,WATCH,,草莓老师教画画的店,2026-06-19 16:57:41,web_detail,,1
69e59a82d5ed9c00016b8d08,拍下即可好物 高效必备同款 1翻译校队,medium,商品已下架/冻结,1335,5.000906768827195,WATCH,690b1c9970532b00157acf7c,绛绛绛绛绛的店,2026-06-19 16:57:35,web_detail,,1
6a1fdba619f8df001542a977,26初级/中级银行从业压题LK+MS,medium,商品已下架/冻结,83,4.9222899943000895,WATCH,,,2026-06-19 16:57:40,web_detail,,1
69f89a858c2c230001fb2c11,笔记同款，简历pdf,medium,商品已下架/冻结,1314,4.912316306807309,WATCH,6905a0c2d481a0001529e1b3,应你所需的店,2026-06-19 16:57:34,web_detail,,1
690c5061b4ade00015b6f64b,一年级上下册读音选择人教版同步生字词注音训练拼音音节专项练习,medium,商品已下架/冻结,947,4.8428982201984745,WATCH,,,2026-06-19 16:57:40,web_detail,,1
6a200c61cd75c30001ebbc8c,艺术品定制熊大玩偶斗攒,medium,商品已下架/冻结,78,4.829620333222501,WATCH,,柚子宝宝nh6的店,2026-06-19 16:57:41,web_detail,,1
6a1006d23d3e4d0001d9b4ce,27考研政治英语数学全名师网课课程｜持续更新不跑路电子版资料,medium,商品已下架/冻结,439,4.8238061030810515,WATCH,68a1e4b5f07d210015c3fdf2,蛋蛋学姐🎓的店,2026-06-19 16:57:34,web_detail,,1
69ba9c681ea1a80001451cf3,新老客户专拍～个人工作学习咨询,medium,商品已下架/冻结,906,4.806696797222255,WATCH,6931a9f92795220015a599ad,G虔虔plus服务的店,2026-06-19 16:57:36,web_detail,,1
69fdadf715602900013a5f4a,2027国考+省考+事业单位备考资料，百度+夸克双网盘群更新,medium,商品已下架/冻结,1672,4.798304785043548,WATCH,69c8b1c755c17a0015d85876,Soleil小太阳的店,2026-06-19 13:29:39,web_full,,1
6a23ec19461097000157c025,个人兴趣光遇兴趣特色教育,medium,商品已下架/冻结,565,4.793810612879332,WATCH,,,2026-06-19 16:57:44,web_detail,,1
6a0f38859a4ddf0001632546,光遇测•生•槁PPT,medium,商品已下架/冻结,512,4.779551001217922,WATCH,6741c678b63e700015756b35,小俞酒儿的店,2026-06-19 16:57:34,web_detail,,1
69d0d48c7dd4a10001863e89,新版暑假语文1~8年级读写X课优Y体系课件课本练习教案｜爱上学习,medium,商品已下架/冻结,196,4.723038960332176,WATCH,6943a09cbe65740015538b9b,爱学习的S老师的店,2026-06-19 16:57:35,web_detail,,1
6a1589c9bd63a30001b4002b,第五人格×海底捞联名拉拉队员吧唧周边透卡徽章时装碎片各种都有,medium,商品已下架/冻结,913,4.7191604000222185,WATCH,,,2026-06-19 16:57:43,web_detail,,1
69b251844cdf2e0001d651c2,【秒发】《维他命韩国语》英韩双语 1-6册全套（含听力）,medium,商品已下架/冻结,477,4.6910455940823805,WATCH,69285a0012c10d0015eaf4c6,小知的韩语笔记的店,2026-06-19 16:57:35,web_detail,,1
6a27c0682055620001a401c3,26W汇总数据整理表｜看说明,medium,商品已下架/冻结,84,4.683254402327723,WATCH,,,2026-06-19 16:57:52,web_detail,,1
