商品ID,标题,风险等级,风险类型,销量,日增量,池,店铺ID,店铺名,发现时间,来源,品类,是否今日新发现
69b6e01505ddcd000161f8a6,作品集ppt模板高级感创意艺术展服装平面摄影设计师极简求职面试,medium,商品已下架/冻结,548,2.1685097098829083,WATCH,68ef90f2e7b5be0015c87709,尼卡jcz的店,2026-06-19 16:57:43,web_detail,,1
6961c8ae93c7460001ff87bc,2026新版快捷英语时文阅读第30期小学初中高中通用电子版PDF,medium,商品已下架/冻结,467,2.1685097098829083,WATCH,66fa758aa9bf3400163b464c,满分资料铺的店,2026-06-19 16:57:43,web_detail,,1
69c77817fb75bf00013ad37d,笔记同款(两拼）最新联系客服,medium,商品已下架/冻结,393,2.1685097098829083,WATCH,6932dfaf020fd10015249c93,薅券小能手的店,2026-06-19 16:57:43,web_detail,,1
69cb60eb8e770e000176c49c,2026新人教版英语九年级上册电子教材,medium,商品已下架/冻结,360,2.1685097098829083,WATCH,67e49ddb617788001506d48b,英语杰西老师的店,2026-06-19 16:57:43,web_detail,,1
69be0c13d6abc600017f3ccb,OPD牛津图解词典最新第3版 高清PDF/音频/视频 （百度网盘发货）,medium,商品已下架/冻结,224,2.1685097098829083,WATCH,66b21bfa68165d0016697ac5,Honey英语练习社的店,2026-06-19 16:57:43,web_detail,,1
6950bbd5b113e4001543a5c6,超萌小黑猫挂件创意蜜蜂挎包小黑猫公仔陪伴玩偶吱吱叫玩偶挂饰,medium,商品已下架/冻结,248,2.1560971037858336,WATCH,,是清漪呀～的店,2026-06-19 16:57:52,web_detail,,1
68ca6132f9d8290001f2b06f,2026执业药师跟课学习笔记《一本通笔记》适配润德教育基础考点课,medium,商品已下架/冻结,196,2.1412102321064,WATCH,6663d73897b6e20001a81587,药学智汇的店,2026-06-19 16:58:12,web_detail,,1
69c78276c675dc0001bb461b,五年经验剪辑师，效率高，服务好，沟通快,medium,商品已下架/冻结,188,2.1342211263265516,WATCH,69baa20203e2c700157298c2,剪辑师橙子的店,2026-06-19 16:58:13,web_detail,,1
69d965b398fb930001bb0710,新款苹果微信多IOS威信分两个开vx多手机双分身其他服务定制-7,medium,商品已下架/冻结,155,2.1331317030411308,WATCH,68ca914b5927c500158379ca,iOS泡泡定制分身的店,2026-06-19 16:57:50,web_detail,,1
6a0d76ff90bd1b00017f8a7c,Q版手绘头像定制真人照片漫画人物绘画卡通形象设计约稿情侣画像,medium,商品已下架/冻结,212,2.1300079505619416,WATCH,6926a2cdec9d9a001545f337,这是一家手绘的店,2026-06-19 16:57:44,web_detail,,1
69f4bfc39dea2d000181d089,2026版王H熊高考预测试卷全国各地专版PDF-垫子版,medium,商品已下架/冻结,505,2.1238457596587663,WATCH,687df4c130520f001585e024,懒人学习搭子的店,2026-06-19 16:57:49,web_detail,,1
6a0941d058e1b10001bab392,【笔记同款】 不繁忙  学习PPT 手机 电脑通用1,medium,商品已下架/冻结,107,2.079999109479524,WATCH,6936c9a49e186a0015dae459,桃桃喵呀的店,2026-06-19 16:57:43,web_detail,,1
6a03f12f37884400015d3f42,全新的第五周边亚克力砖徽章头像框涂鸦,medium,商品已下架/冻结,229,2.0643071235231574,WATCH,,,2026-06-19 16:57:51,web_detail,,1
69b75dee32508300018c26b3,W朝x各类资料包（可打印）,medium,商品已下架/冻结,839,2.0538059340670545,WATCH,6804b35086048c0015267af7,小屿麻麻的店,2026-06-19 16:57:39,web_detail,,1
69f98c62213e270001c4473d,【618限量现货福利】飞社长热门毛绒挂件吉伊小八乌萨奇玩偶公仔,medium,商品已下架/冻结,652,2.0081922883878893,WATCH,,,2026-06-19 16:58:13,web_detail,,1
69f22987213e2700012081fe,砖砖原创热门55个文创卡片 题材丰富,medium,商品已下架/冻结,275,1.9914892576873815,WATCH,68c2de65581bf80015e88270,搬砖小甜心的店,2026-06-19 16:57:44,web_detail,,1
69ccb4761e3a1a0001dec843,《中国主要大学地图》共2大幅,medium,商品已下架/冻结,145,1.9908189724887981,WATCH,65968b6469a8470001e504c8,深柳学堂的店,2026-06-19 16:58:04,web_detail,,1
68af1dab5ce8aa00014b5ad0,【限时1天特惠】刘震云硬壳一句顶一万句一地鸡毛一日三秋矛盾奖,medium,商品已下架/冻结,2707,1.9906628177716075,WATCH,6875db34fdeb0900153db498,知溯图书的店,2026-06-19 16:57:45,web_detail,,1
65af69e1c4fe9f0001542f90,学而思·初中英语语法中考考频分区速学词汇语法单词考点复习,medium,商品已下架/冻结,4622,1.9890709048427178,WATCH,64fc14bcdace090001ca6080,张学姐的店,2026-06-19 16:57:47,web_detail,,1
6a0cb2b21153580015f168f4,"第五人格网名原创定制,无特殊符号设计2.0",medium,商品已下架/冻结,50,1.9819714304739,WATCH,,欧气爆棚的店,2026-06-19 16:57:55,web_detail,,1
69ad7430970f000001fbe36c,常州市初一初二初三数学英语文物化生地史政月考期中期末真题试卷,medium,商品已下架/冻结,247,1.9743055587173266,WATCH,,,2026-06-19 16:58:04,web_detail,,1
685e056a62138500016160f7,大葱老师歌曲精讲,medium,商品已下架/冻结,615,1.9447906328126086,WATCH,659654a469a8470001e500f0,大葱老师图书店的店,2026-06-19 16:57:45,web_detail,,1
6966648a9d3b310001d5e791,2027考研教育学KC311全程班333全程班持续更新不加密百度夸克,medium,商品已下架/冻结,90,1.9183134153800538,WATCH,68f6f13d429ad7001506a052,云舒学姐的店,2026-06-19 16:57:50,web_detail,,1
6a24ef65b2a4ab0001ffb273,【时代断音】百度输入法（自动发货/不退不换）,medium,商品已下架/冻结,70,1.9076859450832535,WATCH,6a0c3d1cbf261b0015ef7a10,小岛（百度输入法）的店,2026-06-19 16:58:10,web_detail,,1
6a0bf6ca88ed2e0001315400,2026年中考黑白卷,medium,商品已下架/冻结,251,1.905444153348494,WATCH,,,2026-06-19 16:57:53,web_detail,,1
6a1d744f42db80000114feeb,2026秋小学一本预备新年级语文数学英语新123456年级,medium,商品已下架/冻结,25,1.905444153348494,WATCH,,满分学习社的店,2026-06-19 16:57:54,web_detail,,1
69a0285336a3d80001aaa61a,任天堂switch联机一起玩全新,medium,商品已下架/冻结,760,1.9029786240123867,WATCH,65b36c5b5206830001b631fa,Kirby电玩的店,2026-06-19 16:57:45,web_detail,,1
69e5b2a021dc630001f5f435,醒图手机版软件不限次导出使用教程,medium,商品已下架/冻结,293,1.8935573144656752,WATCH,699d9a7d7d730300150aaf1c,打工人小贵o的店,2026-06-19 16:57:46,web_detail,,1
69f94d408c2c230001054963,AI【童装】图文带货口令提示词大合集！高转化场景指令，一键生图,medium,商品已下架/冻结,178,1.8769185815306222,WATCH,69c5f40e4381e90015738b63,至诚专业团队的店,2026-06-19 17:22:19,web_detail,,1
69d77259953e440001dfadd6,笔记同款定制教程指导包教包会,medium,商品已下架/冻结,298,1.8587241377717256,WATCH,69bb62b4fd689000157d2c9e,左柚为澜的店,2026-06-19 16:57:45,web_detail,,1
661faf796e7b190001579d0e,【小红书新人0.1购】8大包抽纸家用4层卫生纸平价纸巾厕纸加厚纸,medium,商品已下架/冻结,1018,1.8499298140319218,WATCH,65d163cb275f9b0001873b88,华伟纸业的店,2026-06-19 16:57:51,web_detail,,1
6a11db71e6d02a000161160e,彩色个签生成器/卡头/修改彩签·课件,medium,商品已下架/冻结,88,1.8498035016407377,WATCH,68e9d3a9307d960015ce18f3,nine超自然个签卡头看主页的店,2026-06-19 16:57:51,web_detail,,1
6a1873c14078870001d8d5a1,2026春WZ霞期末真题精编七八123456年级河南郑州湖北武汉,medium,商品已下架/冻结,35,1.8498035016407377,WATCH,685aaa03a8202d001511bbeb,小瑾老师在线的店,2026-06-19 16:57:51,web_detail,,1
69cb7a228423ad0001d1b94e,【HEJA原创】水晶草药蜡烛香薰蜡烛纯手工草药植物蜡烛,medium,商品已下架/冻结,143,1.8149746920377083,WATCH,,,2026-06-19 16:58:16,web_detail,,1
6a200d7718376c0001c5a841,Tarot唯美风和日丽78张卡牌高颜值艺术画风初学者塔罗学习全套卡,medium,商品已下架/冻结,123,1.81105357990634,WATCH,,,2026-06-19 16:57:56,web_detail,,1
69fd8cb19dea2d00014e10af,护理学护理实践学习指导资料电子版,medium,商品已下架/冻结,133,1.8058778605317929,WATCH,68ca679eec61bf0015c5306c,小蒋同学的资料库的店,2026-06-19 16:57:46,web_detail,,1
6a1ffebe44bec000012b759c,超～自然全集摆件,medium,商品已下架/冻结,64,1.7933022774579532,WATCH,,,2026-06-19 16:57:57,web_detail,,1
69158223cba79f0001c1085b,事业单位招聘考试题裤事业编ABCDE职测综应公基真题电子资料课件,medium,商品已下架/冻结,283,1.781292260839229,WATCH,68bd2909234b1600152f6b68,墨沫学姐的店,2026-06-19 16:57:51,web_detail,,1
68ffa1db42726100016eceaa,剑雅真题4－20全套电子版PDF 雅思真题音频答案解析(秒发货),medium,商品已下架/冻结,413,1.7702134645445007,WATCH,68f4dc81f19d7800158dfd4d,BLUE鱼鱼物料库的店,2026-06-19 16:57:46,web_detail,,1
69fa9c852f72a600154d8961,幼小衔接天天练幼儿园中大班衔接一年级拼音数学汉字语文专项训练,medium,商品已下架/冻结,114,1.7631906850499623,WATCH,,,2026-06-19 16:58:13,web_detail,,1
6a10089f249d510001e38d71,（推荐）研究生导师过往评析7.5w+（选导的参考）,medium,商品已下架/冻结,37,1.7466665601024494,WATCH,,,2026-06-19 16:57:54,web_detail,,1
69a3b56b90695300019d1107,运动步数绘画虚拟定制,medium,商品已下架/冻结,1731,1.7384571246658442,WATCH,630985ed97e4ef000161d947,贝壳学长的店,2026-06-19 13:19:32,web_full,,1
69dd316547a2e200010aeea4,pycharm专业版官方激活码，激活ppt教程,medium,商品已下架/冻结,519,1.7179945702809019,WATCH,693f6a6d723274001522e8f1,软件分享的店,2026-06-19 16:57:41,web_detail,,1
699e5b6136a3d800017e581f,【精品】【秒发】《中国上乘内功》内功·道家·结丹| 电子书籍PDF,medium,商品已下架/冻结,156,1.7132687394788804,WATCH,6971bea71309530015efb433,博优学堂的店,2026-06-19 16:57:47,web_detail,,1
6a1e2e5d40788700014015bc,第五人格ok了老铁鼠标垫周边吧唧,medium,商品已下架/冻结,340,1.6989179470654292,WATCH,,,2026-06-19 16:57:58,web_detail,,1
682d2ba0beccb100156f6627,小巴掌童话一年级注音版张秋生正版小学生一二年级课外书阅读经典,medium,商品已下架/冻结,2422,1.698847139036642,WATCH,,,2026-06-19 16:57:58,web_detail,,1
682d2ba0beccb100156f65e7,小巴掌童话一年级注音版张秋生正版小学生一二年级课外书阅读经典,medium,商品已下架/冻结,2422,1.698847139036642,WATCH,,,2026-06-19 16:57:58,web_detail,,1
6a1054cb48fd3d0001e18707,各类述职报告ppt模版500套电子版资料【可编辑版】,medium,商品已下架/冻结,161,1.6817027913172755,WATCH,698a7cbae1cf2f0015340386,什么都有来选的店,2026-06-19 16:57:47,web_detail,,1
676149b979f3cb000161c6cb,青岛市初中语文数学英语外物化生地史政月考期中期末真题试卷,medium,商品已下架/冻结,1163,1.6719320841693146,WATCH,65bb02155848410001055146,桃李先生资料库的店,2026-06-19 16:58:20,web_detail,,1
6a13c22c00127100010c38b0,原创文游指令  全5000+   自动发货,medium,商品已下架/冻结,90,1.6674620780765996,WATCH,69be036e519c600015db2cd4,疏影落清欢的店,2026-06-19 16:58:02,web_detail,,1
69ecc1886eeaf70001f5c3fb,查询低分战力绘制精品手工周边定制服务 下单详情咨询客服,medium,商品已下架/冻结,88,1.6673273665745758,WATCH,,,2026-06-19 16:57:56,web_detail,,1
69185f31c57d9c0001a4a624,2026版金考卷中考45套汇编全国版河南福建安徽辽宁山西河北湖北,medium,商品已下架/冻结,168,1.6672742043485682,WATCH,,,2026-06-19 16:57:56,web_detail,,1
69e58a998c762b0001e43eaf,【仅娃衣】2026美加墨世界杯拉布布一二三代dimoo娃衣（不含娃）,medium,商品已下架/冻结,2185,1.667272625552338,WATCH,,,2026-06-19 16:57:56,web_detail,,1
6a1bad6942db800001e60db4,新人教版小学语文一二年级同步生字练字帖上下册一类字点阵控笔,medium,商品已下架/冻结,222,1.6671851708088439,WATCH,660d0f94f0b53500014280f4,启迪图书智慧书屋的店,2026-06-19 16:57:51,web_detail,,1
694aa53aa3be010001ec80a2,2026年深圳市初中数学英语语文物化生地史政月考期中期末真题试卷,medium,商品已下架/冻结,1689,1.64647629652996,WATCH,,,2026-06-19 13:27:24,web_full,,1
6a1a982ac4095100010bba2a,2026春河北各地期末试卷精选数学冀教版123456年级下册河北专版,medium,商品已下架/冻结,55,1.6044685485357164,WATCH,,布丁作业本的店,2026-06-19 16:58:00,web_detail,,1
6a112a94bd63a3000139e7e3,古风精致动漫角色卡头卡脸娃娃修改,medium,商品已下架/冻结,48,1.6029602259990579,WATCH,6a07eecec0a758001554f0a6,延安超自然陪玩（8点到24点营业）的店,2026-06-19 16:57:52,web_detail,,1
69f1c6c23a4daf000122d326,日语专四/专八历年真题+答案（NSS4/8）,medium,商品已下架/冻结,56,1.5931928274659652,WATCH,6761aa7d9986df001522bd19,张小小上岸,2026-06-19 16:57:48,web_detail,,1
6a0da157e6d02a000188844b,虚拟壁纸定制创意DIY艺术周边黑白定心电子版定制,medium,商品已下架/冻结,61,1.5743557913471269,WATCH,69fa43f8fcdd9d001585f204,逢考就过资料库的店,2026-06-19 16:57:48,web_detail,,1
688387858fe347000167d51d,2026天一成考专升本复习资料成考考试成人高考专升本教材政治自学,medium,商品已下架/冻结,2290,1.5693499803874047,WATCH,6679272a900b160001be34fc,胜宇教育图书的店,2026-06-19 16:58:10,web_detail,,1
69fdadf715602900013a5f47,2027国考+省考+事业单位备考资料，百度+夸克双网盘群更新,medium,商品已下架/冻结,1673,1.5646114121992598,WATCH,69c8b1c755c17a0015d85876,佳佳学姐呀的店,2026-06-19 13:29:35,web_full,,1
67f7386dbeccb10015409910,幼儿黄金期全脑开发全套四册早教书宝宝一岁了婴儿童睡前故事绘本,medium,商品已下架/冻结,1331,1.5523998005283746,WATCH,,,2026-06-19 16:57:58,web_detail,,1
69f86d9f0283e20001d4b5b2,2026春小学53天天练语文数学英语五三天天练,medium,商品已下架/冻结,911,1.528051209248682,WATCH,686e16a2409b630015c8b6ec,Teacher的店,2026-06-19 16:57:48,web_detail,,1
682c195927596b00159ecc67,进口英文原版自然科普大书The Big Book 艺术熏陶启蒙大绘本6册,medium,商品已下架/冻结,249,1.5101569303299807,WATCH,,,2026-06-19 16:58:02,web_detail,,1
688387858fe347000167d514,2026天一成考专升本复习资料成考考试成人高考专升本教材政治自学,medium,商品已下架/冻结,2279,1.510093275973018,WATCH,,,2026-06-19 16:58:02,web_detail,,1
6a1a98cfa30a660001fe5fc2,2026春河北各地期末试卷精选英语冀教版3456年级下册河北专版,medium,商品已下架/冻结,56,1.510093275973018,WATCH,,,2026-06-19 16:58:02,web_detail,,1
68b92d8595220f0001eeed4e,6月夜间预定-釜山游艇体验 | Yacht豪华出海之旅,medium,商品已下架/冻结,1277,1.5085376462344484,WATCH,,釜山游艇YachtGuy的店,2026-06-19 16:57:57,web_detail,,1
6a15447369ff6a0001cdbf2f,新版资料3637笔记本学习资料,medium,商品已下架/冻结,134,1.508490580001791,WATCH,,,2026-06-19 16:57:57,web_detail,,1
66ae3a7b42e3e900013c5818,怀孕每周吃什么 孕妇食谱营养三餐 孕期食谱菜谱 孕妇书籍大全 怀,medium,商品已下架/冻结,1912,1.508243855876228,WATCH,,,2026-06-19 12:33:19,web_full,,1
691f0901f2c0f50001744c90,2026春高中必刷题电子版PDF语数英理化生政史地选择性必修123,medium,商品已下架/冻结,203,1.5072483365699092,WATCH,68c7c2f52fa1bd0015661f29,学霸智慧园的店,2026-06-19 16:57:54,web_detail,,1
69f0af5b294caa000158fe16,手工定制无痕ps图片处理合影修换批图抠图头部脸修图换背景全家福,medium,商品已下架/冻结,83,1.5063748396228667,WATCH,69ce824d57a7d00015ee9b38,绵绵人像融合的店,2026-06-19 16:57:52,web_detail,,1
67b32c3cacc82c00019a7453,原版绘本《Usborne尤斯伯恩初探系列》科学/动物/历史·YXBB,medium,商品已下架/冻结,1377,1.50520887407458,WATCH,657a68f3514ce90001427337,美珵书坊的店,2026-06-19 16:57:49,web_detail,,1
69dc687c8bd1990001e694f2,中级实务Z了马老师课程：25年全+26年更新中，百度网盘，电子资源,medium,商品已下架/冻结,385,1.5046821148289673,WATCH,668a5dffc9bc0800010aa570,拥抱阳光的店,2026-06-19 16:57:48,web_detail,,1
69a57c67ca73c200011a9b1a,穿越成韩团新成员模拟器文游指令 虚拟商品不退不换,medium,商品已下架/冻结,203,1.5046821148289673,WATCH,683aefb39ac6560015451ecd,晓晓的AI铺子的店,2026-06-19 16:57:48,web_detail,,1
69e057d4933b030001375a53,【水果id】appstore应用游戏更新下载虚拟产品&一次性共享模板,medium,商品已下架/冻结,116,1.5046821148289673,WATCH,695ddbaaaffe580015000043,美区Apple自助零纳米游戏的店,2026-06-19 16:57:48,web_detail,,1
68e340ea7c1a030001490864,材料写作实用宝典（电子版）,medium,商品已下架/冻结,117,1.4811620121817097,WATCH,68bb9cea2b95bb0015b52d80,橙子姐写作的店,2026-06-19 16:58:25,web_detail,,1
69ba0cf019f8df0015717c83,幼儿园中大班数学练习册幼小衔接5/10/20/100以内加减法启蒙训练,medium,商品已下架/冻结,261,1.471685367707328,WATCH,,,2026-06-19 16:58:25,web_detail,,1
6a0d9705f843b400016f34e7,医学教材配套习题课件10版百度网盘送9版,medium,商品已下架/冻结,44,1.4604267585104682,WATCH,667e672ae87bc4000181d025,医研精析资料馆的店,2026-06-19 16:57:48,web_detail,,1
6a1e39600b81e100010568c2,正版·SSS英文儿歌发声书音乐书100首·幼儿英语启蒙,medium,商品已下架/冻结,817,1.4591118010595119,WATCH,,,2026-06-19 16:58:04,web_detail,,1
6a13c8002d684c00019c65a4,2026版天X中考押题卷临考预测密封卷全国各地区专版PDF-垫子版,medium,商品已下架/冻结,202,1.4387370485440043,WATCH,687df4c130520f001585e024,懒人学习搭子的店,2026-06-19 16:57:56,web_detail,,1
6a1ad0867e71ab000172fb06,玛丽 笔记同款27个课件资源,medium,商品已下架/冻结,49,1.4290988167511196,WATCH,,,2026-06-19 16:57:59,web_detail,,1
6a1f89d118376c0001b3c8c3,26年6月初级银行从业LK+天一压题,medium,商品已下架/冻结,23,1.4290988167511196,WATCH,,,2026-06-19 16:57:59,web_detail,,1
688387858fe347000167d52f,2026天一成考专升本复习资料成考考试成人高考专升本教材政治自学,medium,商品已下架/冻结,2290,1.4277774734976338,WATCH,6679272a900b160001be34fc,胜宇教育图书的店,2026-06-19 16:58:20,web_detail,,1
6756bc316e529e0001ec826c,合肥市初中语文数学英语外物化生地史政月考期中期末真题试卷,medium,商品已下架/冻结,838,1.4197074680731139,WATCH,,桃李先生资料库的店,2026-06-19 16:58:25,web_detail,,1
6a0adf3a09bd620001d2d085,26中级会计多机构网课｜讲义｜资料｜教材｜持续更新｜附赠25,medium,商品已下架/冻结,373,1.4161719943332596,WATCH,69a797c65aeaa900152a1e14,我不是漫神的店,2026-06-19 16:57:49,web_detail,,1
6a0c3d62e80a7b0001ea159d,WPS超级会员PDF文件编辑制作 个人简历 PPT模板制作,medium,商品已下架/冻结,85,1.4161719943332596,WATCH,691647ed97f1210015473cef,麦麦云资源的店,2026-06-19 16:57:49,web_detail,,1
688387858fe347000167d51a,2026天一成考专升本复习资料成考考试成人高考专升本教材政治自学,medium,商品已下架/冻结,2278,1.4156117831460855,WATCH,6679272a900b160001be34fc,胜宇教育图书的店,2026-06-19 16:58:03,web_detail,,1
69b93e39180bf400018e1f4e,9.9/抽的踩数字～,medium,商品已下架/冻结,399,1.4106067633973218,WATCH,69b52c3f2ee9ff0015bff5ea,镜辞月的店,2026-06-19 16:57:55,web_detail,,1
6a0bf40b234d2b0001fb6aea,2026最新黑白定心卷,medium,商品已下架/冻结,130,1.398140710122331,WATCH,6512d452effd830001ca9e4f,林思亦的店,2026-06-19 16:57:51,web_detail,,1
688387858fe347000167d565,2026天一成考专升本复习资料成考考试成人高考专升本教材政治自学,medium,商品已下架/冻结,2279,1.379870200437994,WATCH,,,2026-06-19 16:58:02,web_detail,,1
6a0c49aee80a7b0001eb48f4,Dazz相机全部pro滤镜 有底片实况 胶片教学教案课件一键出片神器,medium,商品已下架/冻结,59,1.379771209842567,WATCH,685683aa5c02210015bee9d0,咔咔的丨胶片相机的店,2026-06-19 16:58:02,web_detail,,1
69f971ff78944100012e5972,下厨防 A5无删减 现货速发装订一本 文件打印纸记事本,medium,商品已下架/冻结,58,1.3719759469538206,WATCH,64ec962200efc80001c58d91,无删减同人小说店的店,2026-06-19 16:57:49,web_detail,,1
6a0d76ff90bd1b00017f8ac1,Q版手绘头像定制真人照片漫画人物绘画卡通形象设计约稿情侣画像,medium,商品已下架/冻结,142,1.3719166195103452,WATCH,6926a2cdec9d9a001545f337,这是一家手绘的店,2026-06-19 16:57:50,web_detail,,1
69b954c15e5f05000106aa08,徐琦外科学资料9版和10版 百度夸克网盘发货,medium,商品已下架/冻结,575,1.3719034843289926,WATCH,68e233e0616017001509b6c4,月光的合金的店,2026-06-19 16:57:50,web_detail,,1
69ce2ac2a4db7c000155bd09,【笔记同款 | 自动发货】音合集 2026全新整理,medium,商品已下架/冻结,51,1.3639366296490514,WATCH,68af00f8d2ebe30015c4c883,薇薇的设卡收藏的店,2026-06-19 16:57:53,web_detail,,1
6a16a9f19a00d3000127f27a,2026春小学过课本期末复习导航语文数学英语123456年级下册试卷,medium,商品已下架/冻结,61,1.3497105062875978,WATCH,,,2026-06-19 16:58:00,web_detail,,1
6a0562733eb97c000185605b,27考研英语五大题型｜笔记+方法论+配套真题讲解重点合集一套解决,medium,商品已下架/冻结,75,1.3256106135301875,WATCH,659763fc3b5537000110f42a,胡涂考研的店,2026-06-19 16:57:55,web_detail,,1
69f75679213e27000194b9e9,重庆小学语文数学英语期中期末真题试卷含答案,medium,商品已下架/冻结,46,1.3256106135301875,WATCH,65bb02155848410001055146,桃李先生资料库的店,2026-06-19 16:57:55,web_detail,,1
69fc54fca5715f000110575b,2026吉林专用中考考前冲刺卷电子版,medium,商品已下架/冻结,67,1.3213430421197299,WATCH,,电子资料v的店,2026-06-19 16:58:04,web_detail,,1
69df0d13282cc20001bdc7d5,26春小学语文/数学/英语 考点梳理时习卷,medium,商品已下架/冻结,316,1.3017153150925715,WATCH,6961c01ad3c74200150768ce,小涵Teacher的店,2026-06-19 16:57:57,web_detail,,1
69d8675c79e41000152e593c,新款印花可爱兔子单肩包女学生韩版帆布包大容量手拎包通勤包,medium,商品已下架/冻结,84,1.2936746511112047,WATCH,,小奶酪嗷的店,2026-06-19 16:58:03,web_detail,,1
69b546654cdf2e0001438771,2026新版万唯中考试题研究  全国各地区专版试题资料！,medium,商品已下架/冻结,297,1.2834066014687404,WATCH,694fe62279d6130015339f5f,皮皮鲁爱学习的店,2026-06-19 16:57:50,web_detail,,1
69d752d83550840001bf9ca9,2027高中资料大一轮笔记同款19语文数学英语物理化学生物政史地,medium,商品已下架/冻结,71,1.2807610396674995,WATCH,685aaa03a8202d001511bbeb,小瑾老师在线的店,2026-06-19 16:58:25,web_detail,,1
6a25327a20d7240001db944e,2026春小学语文期末活页卷数学英语123456年级下册期末试卷,medium,商品已下架/冻结,60,1.2797737425089182,WATCH,,,2026-06-19 16:58:10,web_detail,,1
69db26f947a2e20001cf951c,2026春版语数英期末活H页,medium,商品已下架/冻结,177,1.2703182106816122,WATCH,,,2026-06-19 16:58:02,web_detail,,1
67d28f632af7ec001584b3b5,【作文必备】小学词语积累满分作文金句归类素材写作方法与技巧,medium,商品已下架/冻结,658,1.269569977089178,WATCH,658bef15076cd80001878ba5,小吟心书坊的店,2026-06-19 16:58:32,web_detail,,1
6a13e44fbd63a30001838689,笔记同款电子资料合集可直接使用,medium,商品已下架/冻结,68,1.2605616945731306,WATCH,68cbcaf0e5fca80015f5cc6c,空序的店,2026-06-19 16:58:26,web_detail,,1
6a1e4e14cd75c30001789b5c,2026新整理导师指南表 7万+可筛选excel表格模板,medium,商品已下架/冻结,151,1.2504349554040497,WATCH,,,2026-06-19 16:58:01,web_detail,,1
6a04357f0511b50001184501,飞书个人版代注册开通,medium,商品已下架/冻结,63,1.2502761590845857,WATCH,69788a735cae4a0015bc06e5,泡泡结局屋的店,2026-06-19 16:57:55,web_detail,,1
6a0bdb08002a62000117de5a,q版手绘头像定制作卡通形象设计动漫画人物绘画头像情侣照片约稿,medium,商品已下架/冻结,271,1.2391512014180943,WATCH,6926a2cdec9d9a001545f337,这是一家手绘的店,2026-06-19 16:57:50,web_detail,,1
6a16834e6e37310001eb6dfe,摄影姿势参考模板合集,medium,商品已下架/冻结,121,1.2332050710067446,WATCH,684ff6395c987e0015e16925,鑫琦精选的店,2026-06-19 16:57:59,web_detail,,1
6a16b166cfe5750001670495,（SWTMFBK）PDF电子资料汇总课件,medium,商品已下架/冻结,22,1.2332050710067446,WATCH,69a6c17da786a000159ef5fb,海文老师吖的店,2026-06-19 16:57:59,web_detail,,1
663869ba5ef5e30001edc9a8,幼儿园学前早教启蒙认字书识字大王3000字儿童看图入门识字大王书,medium,商品已下架/冻结,310,1.2269626748974103,WATCH,,,2026-06-19 16:58:06,web_detail,,1
663869b6adcece00014f9ef3,幼儿园学前早教启蒙认字书识字大王3000字儿童看图入门识字大王书,medium,商品已下架/冻结,310,1.2269626748974103,WATCH,,,2026-06-19 16:58:06,web_detail,,1
69f0af5b294caa000158fe1f,手工定制无痕ps图片处理合影修换批图抠图头部脸修图换背景全家福,medium,商品已下架/冻结,81,1.2269626748974103,WATCH,,绵绵人像融合的店,2026-06-19 16:58:06,web_detail,,1
68fc95a4c4f8910001d34f3c,ppt·【秒发】时事热点PPT：拼豆热爆火思政课件PPT带演讲稿,medium,商品已下架/冻结,711,1.2268650367983336,WATCH,67b6ca7e6d87470015dcef16,小小呗PPT原创课件的店,2026-06-19 16:58:06,web_detail,,1
6909bc9f84cf42000182cb87,金融考试题库-银从题库、证券、基金题库/课程（试用3天）,medium,商品已下架/冻结,422,1.2073922747894976,WATCH,,优题宝线上教育的店,2026-06-19 16:58:05,web_detail,,1
69ef2a7f15602900013db305,平果 APP软件应用下载更新指导 稳定安全！,medium,商品已下架/冻结,139,1.2051014930803314,WATCH,69c555bc017bd50015bad0b1,山月随记的店,2026-06-19 16:57:57,web_detail,,1
6897700686c0df000198bf42,AI写小说Deepseek全套指令【赠Deepseek学习资料/kimi学习资料】,medium,商品已下架/冻结,723,1.194896761267247,WATCH,64db6bda6bd5b60001e8ab7b,邓友京的店,2026-06-19 16:57:51,web_detail,,1
697997ea0270070015390ec8,其他·高颜值少女心生日礼物小猪杯子送男女朋友情侣姐妹儿童礼品伴手礼,medium,商品已下架/冻结,585,1.1909347655218863,WATCH,69489b0e5383a40015f58998,是清漪呀～的店,2026-06-19 16:58:03,web_detail,,1
69ad7430970f000001fbe36f,常州市初一初二初三数学英语文物化生地史政月考期中期末真题试卷,medium,商品已下架/冻结,246,1.174269730217695,WATCH,,,2026-06-19 16:58:26,web_detail,,1
69c0ffc6ec6664000142dfc6,2.5寸3.1寸24小时在线API,medium,商品已下架/冻结,448,1.1646951266256804,WATCH,69ae65ecad53d900152f9350,薯薯嘉的模型🍠的店,2026-06-19 16:58:01,web_detail,,1
69b6acac4cdf2e000176e8c7,哈利波特模拟器高自由度版AI文游,medium,商品已下架/冻结,182,1.1506413256647563,WATCH,683aefb39ac6560015451ecd,晓晓的AI铺子的店,2026-06-19 16:57:51,web_detail,,1
68527771f89aa50001740a55,存子同款手工红绳手绳红红火火心想事成,medium,商品已下架/冻结,3532,1.1464036585883894,WATCH,,Coco猫匠银的店,2026-06-19 16:58:11,web_detail,,1
